Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move bodyslam to shellos
Success: Added move acidarmor to shellos
Success: Added move mudslap to shellos
Success: Added move hyperbeam to vespiquen
Success: Added move protect to shellos
Success: Added move skittersmack to vespiquen
Success: Added move thief to floatzel
Success: Added move wavecrash to floatzel
Success: Added move sunnyday to vespiquen
Success: Added move substitute to vespiquen
Success: Added move takedown to vespiquen
Success: Added move sludgebomb to vespiquen
Success: Added move takedown to shellos
Success: Added move mirrorcoat to shellos
Success: Added move clearsmog to shellos
Success: Added move hydropump to shellos
Success: Added move stealthrock to shellos
Success: Added move eerieimpulse to pachirisu
Success: Added move skittersmack to shellos
Success: Added move mist to shellos
Success: Added move electroweb to pachirisu
Success: Added move raindance to shellos
Success: Added move ancientpower to gastrodon
Success: Added move faketears to pachirisu
Success: Added move electroball to pachirisu
Success: Added move mudshot to shellos
Success: Added move surf to shellos
Success: Added move curse to shellos
Success: Added move muddywater to shellos
Success: Added move earthpower to shellos
Success: Added move liquidation to shellos
Success: Added move stoneedge to shellos
Success: Added move harden to shellos
Success: Added move waterpulse to floatzel
Success: Added move facade to shellos
Success: Added move terablast to floatzel
Success: Added move watergun to floatzel
Success: Added move waterpulse to shellos
Success: Added move chillingwater to shellos
Success: Added move helpinghand to pachirisu
Success: Added move ancientpower to shellos
Success: Added move lastresort to pachirisu
Success: Added move recover to shellos
Success: Added move mudshot to pachirisu
Success: Added move icebeam to shellos
Success: Added move substitute to shellos
Success: Added move magicalleaf to cherubi
Success: Added move yawn to shellos
Success: Added move helpinghand to shellos
Success: Added move rockslide to shellos
Success: Added move swift to floatzel
Success: Added move quickattack to pachirisu
Success: Added move rest to shellos
Success: Added move sandstorm to shellos
Success: Added move seedbomb to pachirisu
Success: Added move hydropump to gastrodon
Success: Added move endure to gastrodon
Success: Added move bodyslam to gastrodon
Success: Added move bulldoze to gastrodon
Success: Added move curse to gastrodon
Success: Added move earthpower to gastrodon
Success: Added move earthquake to gastrodon
Success: Added move chillingwater to gastrodon
Success: Added move facade to gastrodon
Success: Added move dig to gastrodon
Success: Added move gigaimpact to gastrodon
Success: Added move raindance to gastrodon
Success: Added move protect to stunky
Success: Added move hyperbeam to gastrodon
Success: Added move painsplit to gastrodon
Success: Added move poisongas to stunky
Success: Added move harden to gastrodon
Success: Added move poisonjab to stunky
Success: Added move recover to gastrodon
Success: Added move mudslap to gastrodon
Success: Added move memento to gastrodon
Success: Added move rest to gastrodon
Success: Added move mudshot to gastrodon
Success: Added move muddywater to gastrodon
Success: Added move icebeam to gastrodon
Success: Added move helpinghand to gastrodon
Success: Added move screech to stunky
Success: Added move liquidation to gastrodon
Success: Added move shadowclaw to stunky
Success: Added move sandtomb to gastrodon
Success: Added move skittersmack to gastrodon
Success: Added move sandstorm to gastrodon
Success: Added move sludgewave to gastrodon
Success: Added move sleeptalk to gastrodon
Success: Added move snarl to stunky
Success: Added move sludgebomb to gastrodon
Success: Added move substitute to gastrodon
Success: Added move spikes to gastrodon
Success: Added move earthpower to gastrodoneast
Success: Added move stealthrock to gastrodon
Success: Added move waterpulse to gastrodon
Success: Added move whirlpool to gastrodon
Success: Added move stompingtantrum to gastrodon
Success: Added move acrobatics to drifloon
Success: Added move icywind to gastrodoneast
Success: Added move throatchop to stunky
Success: Added move aerialace to drifloon
Success: Added move weatherball to gastrodon
Success: Added move watergun to gastrodon
Success: Added move waterfall to gastrodon
Success: Added move icebeam to gastrodoneast
Success: Added move surf to gastrodon
Success: Added move burningjealousy to skuntank
Success: Added move protect to gastrodoneast
Success: Added move terablast to gastrodon
Success: Added move amnesia to drifloon
Success: Added move aircutter to drifloon
Success: Added move endeavor to skuntank
Success: Added move yawn to gastrodoneast
Success: Added move clearsmog to drifloon
Success: Added move calmmind to drifloon
Success: Added move batonpass to drifloon
Success: Added move curse to drifloon
Success: Added move explosion to drifloon
Success: Added move destinybond to drifloon
Success: Added move disable to drifloon
Success: Added move endure to drifloon
Success: Added move fly to drifloon
Success: Added move gust to drifloon
Success: Added move defog to drifloon
Success: Added move focusenergy to drifloon
Success: Added move gyroball to drifloon
Success: Added move thunderwave to drifloon
Success: Added move facade to drifloon
Success: Added move helpinghand to drifloon
Success: Added move helpinghand to skuntank
Success: Added move selfdestruct to drifloon
Success: Added move hex to drifblim
Success: Added move nightslash to skuntank
Success: Added move screech to skuntank
Success: Added move shadowball to skuntank
Success: Added move temperflare to drifloon
Success: Added move imprison to drifloon
Success: Added move knockoff to drifblim
Success: Added move rest to drifloon
Success: Added move protect to skuntank
Success: Added move raindance to drifblim
Success: Added move lashout to skuntank
Success: Added move selfdestruct to drifblim
Success: Added move trickroom to drifloon
Success: Added move thunder to drifloon
Success: Added move poisongas to skuntank
Success: Added move raindance to skuntank
Success: Added move terablast to drifloon
Success: Added move sludgewave to skuntank
Success: Added move sludgebomb to skuntank
Success: Added move batonpass to drifblim
Success: Added move astonish to drifblim
Success: Added move amnesia to drifblim
Success: Added move haze to drifloon
Success: Added move stockpile to drifblim
Success: Added move nightshade to drifloon
Success: Added move shadowball to drifblim
Success: Added move aircutter to drifblim
Success: Added move airslash to drifblim
Success: Added move tailwind to drifloon
Success: Added move minimize to drifloon
Success: Added move taunt to skuntank
Success: Added move imprison to drifblim
Success: Added move psychic to drifblim
Success: Added move haze to drifblim
Success: Added move painsplit to drifblim
Success: Added move nightshade to drifblim
Success: Added move helpinghand to drifblim
Success: Added move rest to drifblim
Success: Added move bodyslam to drifblim
Success: Added move gyroball to drifblim
Success: Added move explosion to drifblim
Success: Added move storedpower to drifloon
Success: Added move sleeptalk to drifloon
Success: Added move spitup to drifloon
Success: Added move acrobatics to drifblim
Success: Added move fly to drifblim
Success: Added move memento to drifloon
Success: Added move sleeptalk to drifblim
Success: Added move phantomforce to drifblim
Success: Added move stockpile to drifloon
Success: Added move painsplit to drifloon
Success: Added move destinybond to drifblim
Success: Added move focusenergy to drifblim
Success: Added move phantomforce to drifloon
Success: Added move skillswap to drifloon
Success: Added move strengthsap to drifblim
Success: Added move hypnosis to drifloon
Success: Added move payback to drifblim
Success: Added move knockoff to drifloon
Success: Added move hex to drifloon
Success: Added move hyperbeam to drifblim
Success: Added move swift to drifloon
Success: Added move storedpower to drifblim
Success: Added move psychic to drifloon
Success: Added move weatherball to drifloon
Success: Added move spite to drifblim
Success: Added move facade to drifblim
